"","subj","order","cond","item","questionRT","questionAcc","region","Xstart","Xend","Ystart","Yend","fixationtype","value","words","wordsLen","logValue","type","reg.name","lure.type","lure.match","cond.code"
"92671",32,59,4,5,7891,1,"8",94,119,0,0,"ff",180," of a foreign ambassador.",25,5.19295685089021,"refl","final","qp","mismatch","qp_mismatch"
"92678",32,59,4,5,7891,1,"8",94,119,0,0,"tt",1167," of a foreign ambassador.",25,7.06219163228656,"refl","final","qp","mismatch","qp_mismatch"
"92679",32,59,4,5,7891,1,"8",94,119,0,0,"rr",302," of a foreign ambassador.",25,5.71042701737487,"refl","final","qp","mismatch","qp_mismatch"
"92801",32,107,3,4,3587,1,"1",0,12,0,0,"ff",289,"No rock star",12,5.66642668811243,"refl","lure","qp","match","qp_match"
"92808",32,107,3,4,3587,1,"1",0,12,0,0,"tt",470,"No rock star",12,6.1527326947041,"refl","lure","qp","match","qp_match"
"92809",32,107,3,4,3587,1,"1",0,12,0,0,"rr",181,"No rock star",12,5.19849703126583,"refl","lure","qp","match","qp_match"
"92811",32,107,3,4,3587,1,"2",12,28,0,0,"ff",251," would deny that",16,5.52545293913178,"refl","matrix.pred","qp","match","qp_match"
"92818",32,107,3,4,3587,1,"2",12,28,0,0,"tt",1665," would deny that",16,7.41758040241454,"refl","matrix.pred","qp","match","qp_match"
"92819",32,107,3,4,3587,1,"2",12,28,0,0,"rr",1191," would deny that",16,7.0825485693553,"refl","matrix.pred","qp","match","qp_match"
"92821",32,107,3,4,3587,1,"3",28,45,0,0,"ff",291," excited groupies",17,5.67332326717149,"refl","target","qp","match","qp_match"
"92828",32,107,3,4,3587,1,"3",28,45,0,0,"tt",1085," excited groupies",17,6.98933526597456,"refl","target","qp","match","qp_match"
"92829",32,107,3,4,3587,1,"3",28,45,0,0,"rr",533," excited groupies",17,6.27852142416584,"refl","target","qp","match","qp_match"
"92831",32,107,3,4,3587,1,"4",45,50,0,0,"ff",513," exha",5,6.24027584517077,"refl","precrit","qp","match","qp_match"
"92838",32,107,3,4,3587,1,"4",45,50,0,0,"tt",752," exha",5,6.62273632394984,"refl","precrit","qp","match","qp_match"
"92839",32,107,3,4,3587,1,"4",45,50,0,0,"rr",239," exha",5,5.47646355193151,"refl","precrit","qp","match","qp_match"
"92851",32,107,3,4,3587,1,"5",50,61,0,0,"ff",267,"ust himself",11,5.58724865840025,"refl","crit","qp","match","qp_match"
"92858",32,107,3,4,3587,1,"5",50,61,0,0,"tt",876,"ust himself",11,6.77536609093639,"refl","crit","qp","match","qp_match"
"92859",32,107,3,4,3587,1,"5",50,61,0,0,"rr",609,"ust himself",11,6.4118182677099,"refl","crit","qp","match","qp_match"
"92861",32,107,3,4,3587,1,"6",61,73,0,0,"ff",363," after a big",12,5.89440283426485,"refl","spillover","qp","match","qp_match"
"92868",32,107,3,4,3587,1,"6",61,73,0,0,"tt",1288," after a big",12,7.1608459066643,"refl","spillover","qp","match","qp_match"
"92869",32,107,3,4,3587,1,"6",61,73,0,0,"rr",668," after a big",12,6.50428817353665,"refl","spillover","qp","match","qp_match"
"92871",32,107,3,4,3587,1,"7",73,81,0,0,"ff",120," concert",8,4.78749174278205,"refl","prefinal","qp","match","qp_match"
"92878",32,107,3,4,3587,1,"7",73,81,0,0,"tt",120," concert",8,4.78749174278205,"refl","prefinal","qp","match","qp_match"
"92879",32,107,3,4,3587,1,"7",73,81,0,0,"rr",NA," concert",8,NA,"refl","prefinal","qp","match","qp_match"
"92881",32,107,3,4,3587,1,"8",81,114,0,0,"ff",NA," by trying to get some attention.",33,NA,"refl","final","qp","match","qp_match"
"92888",32,107,3,4,3587,1,"8",81,114,0,0,"tt",NA," by trying to get some attention.",33,NA,"refl","final","qp","match","qp_match"
"92889",32,107,3,4,3587,1,"8",81,114,0,0,"rr",NA," by trying to get some attention.",33,NA,"refl","final","qp","match","qp_match"
"93391",32,57,3,12,6995,1,"1",0,24,0,0,"ff",437,"No respectable gentleman",24,6.07993319509559,"refl","lure","qp","match","qp_match"
"93398",32,57,3,12,6995,1,"1",0,24,0,0,"tt",2007,"No respectable gentleman",24,7.60439634879634,"refl","lure","qp","match","qp_match"
"93399",32,57,3,12,6995,1,"1",0,24,0,0,"rr",1160,"No respectable gentleman",24,7.05617528410041,"refl","lure","qp","match","qp_match"
"93401",32,57,3,12,6995,1,"2",24,43,0,0,"ff",259," would mention that",19,5.55682806169954,"refl","matrix.pred","qp","match","qp_match"
"93408",32,57,3,12,6995,1,"2",24,43,0,0,"tt",1407," would mention that",19,7.24921505711439,"refl","matrix.pred","qp","match","qp_match"
"93409",32,57,3,12,6995,1,"2",24,43,0,0,"rr",874," would mention that",19,6.77308037565554,"refl","matrix.pred","qp","match","qp_match"
"93421",32,57,3,12,6995,1,"3",43,59,0,0,"ff",436," rude waitresses",16,6.07764224334903,"refl","target","qp","match","qp_match"
"93428",32,57,3,12,6995,1,"3",43,59,0,0,"tt",1297," rude waitresses",16,7.16780918431644,"refl","target","qp","match","qp_match"
"93429",32,57,3,12,6995,1,"3",43,59,0,0,"rr",764," rude waitresses",16,6.63856778916652,"refl","target","qp","match","qp_match"
"93431",32,57,3,12,6995,1,"4",59,60,0,0,"ff",NA," ",1,NA,"refl","precrit","qp","match","qp_match"
"93438",32,57,3,12,6995,1,"4",59,60,0,0,"tt",457," ",1,6.12468339089421,"refl","precrit","qp","match","qp_match"
"93439",32,57,3,12,6995,1,"4",59,60,0,0,"rr",457," ",1,6.12468339089421,"refl","precrit","qp","match","qp_match"
"93441",32,57,3,12,6995,1,"5",60,71,0,0,"ff",456,"put himself",11,6.12249280951439,"refl","crit","qp","match","qp_match"
"93448",32,57,3,12,6995,1,"5",60,71,0,0,"tt",1480,"put himself",11,7.29979736675816,"refl","crit","qp","match","qp_match"
"93449",32,57,3,12,6995,1,"5",60,71,0,0,"rr",1024,"put himself",11,6.93147180559945,"refl","crit","qp","match","qp_match"
"93451",32,57,3,12,6995,1,"6",71,82,0,0,"ff",367," in awkward",11,5.90536184805457,"refl","spillover","qp","match","qp_match"
"93458",32,57,3,12,6995,1,"6",71,82,0,0,"tt",529," in awkward",11,6.2709884318583,"refl","spillover","qp","match","qp_match"
"93459",32,57,3,12,6995,1,"6",71,82,0,0,"rr",162," in awkward",11,5.08759633523238,"refl","spillover","qp","match","qp_match"
"93461",32,57,3,12,6995,1,"7",82,93,0,0,"ff",160," situations",11,5.07517381523383,"refl","prefinal","qp","match","qp_match"
"93468",32,57,3,12,6995,1,"7",82,93,0,0,"tt",160," situations",11,5.07517381523383,"refl","prefinal","qp","match","qp_match"
"93469",32,57,3,12,6995,1,"7",82,93,0,0,"rr",NA," situations",11,NA,"refl","prefinal","qp","match","qp_match"
"93471",32,57,3,12,6995,1,"8",93,119,0,0,"ff",338," by arguing about the tip.",26,5.82304589548302,"refl","final","qp","match","qp_match"
"93478",32,57,3,12,6995,1,"8",93,119,0,0,"tt",942," by arguing about the tip.",26,6.84800527457636,"refl","final","qp","match","qp_match"
"93479",32,57,3,12,6995,1,"8",93,119,0,0,"rr",NA," by arguing about the tip.",26,NA,"refl","final","qp","match","qp_match"
"93481",32,91,2,11,4482,1,"1",0,19,0,0,"ff",328,"The nice bridesmaid",19,5.79301360838414,"refl","lure","np","mismatch","np_mismatch"
"93488",32,91,2,11,4482,1,"1",0,19,0,0,"tt",1529,"The nice bridesmaid",19,7.33236920592906,"refl","lure","np","mismatch","np_mismatch"
"93489",32,91,2,11,4482,1,"1",0,19,0,0,"rr",1040,"The nice bridesmaid",19,6.94697599213542,"refl","lure","np","mismatch","np_mismatch"
"93491",32,91,2,11,4482,1,"2",19,40,0,0,"ff",269," did not mention that",21,5.59471137960184,"refl","matrix.pred","np","mismatch","np_mismatch"
"93498",32,91,2,11,4482,1,"2",19,40,0,0,"tt",2001," did not mention that",21,7.60140233458373,"refl","matrix.pred","np","mismatch","np_mismatch"
"93499",32,91,2,11,4482,1,"2",19,40,0,0,"rr",1573," did not mention that",21,7.36073990305828,"refl","matrix.pred","np","mismatch","np_mismatch"
"93501",32,91,2,11,4482,1,"3",40,57,0,0,"ff",237," the flower girls",17,5.46806014113513,"refl","target","np","mismatch","np_mismatch"
"93508",32,91,2,11,4482,1,"3",40,57,0,0,"tt",2104," the flower girls",17,7.6515955738576,"refl","target","np","mismatch","np_mismatch"
"93509",32,91,2,11,4482,1,"3",40,57,0,0,"rr",1699," the flower girls",17,7.43779512167193,"refl","target","np","mismatch","np_mismatch"
"93511",32,91,2,11,4482,1,"4",57,60,0,0,"ff",NA," up",3,NA,"refl","precrit","np","mismatch","np_mismatch"
"93518",32,91,2,11,4482,1,"4",57,60,0,0,"tt",393," up",3,5.97380961186926,"refl","precrit","np","mismatch","np_mismatch"
"93519",32,91,2,11,4482,1,"4",57,60,0,0,"rr",393," up",3,5.97380961186926,"refl","precrit","np","mismatch","np_mismatch"
"93521",32,91,2,11,4482,1,"5",60,71,0,0,"ff",317,"set himself",11,5.75890177387728,"refl","crit","np","mismatch","np_mismatch"
"93528",32,91,2,11,4482,1,"5",60,71,0,0,"tt",2567,"set himself",11,7.85049318087114,"refl","crit","np","mismatch","np_mismatch"
"93529",32,91,2,11,4482,1,"5",60,71,0,0,"rr",2250,"set himself",11,7.71868549519847,"refl","crit","np","mismatch","np_mismatch"
"93531",32,91,2,11,4482,1,"6",71,89,0,0,"ff",180," during the solemn",18,5.19295685089021,"refl","spillover","np","mismatch","np_mismatch"
"93538",32,91,2,11,4482,1,"6",71,89,0,0,"tt",1754," during the solemn",18,7.46965417293213,"refl","spillover","np","mismatch","np_mismatch"
"93539",32,91,2,11,4482,1,"6",71,89,0,0,"rr",1574," during the solemn",18,7.36137542897735,"refl","spillover","np","mismatch","np_mismatch"
"93651",32,91,2,11,4482,1,"7",89,97,0,0,"ff",180," wedding",8,5.19295685089021,"refl","prefinal","np","mismatch","np_mismatch"
"93658",32,91,2,11,4482,1,"7",89,97,0,0,"tt",440," wedding",8,6.08677472691231,"refl","prefinal","np","mismatch","np_mismatch"
"93659",32,91,2,11,4482,1,"7",89,97,0,0,"rr",260," wedding",8,5.56068163101553,"refl","prefinal","np","mismatch","np_mismatch"
"93661",32,91,2,11,4482,1,"8",97,107,0,0,"ff",205," ceremony.",10,5.32300997913841,"refl","final","np","mismatch","np_mismatch"
"93668",32,91,2,11,4482,1,"8",97,107,0,0,"tt",205," ceremony.",10,5.32300997913841,"refl","final","np","mismatch","np_mismatch"
"93669",32,91,2,11,4482,1,"8",97,107,0,0,"rr",NA," ceremony.",10,NA,"refl","final","np","mismatch","np_mismatch"
"93671",32,242,2,19,3616,1,"1",0,21,0,0,"ff",325,"The successful rapper",21,5.78382518232974,"refl","lure","np","mismatch","np_mismatch"
"93678",32,242,2,19,3616,1,"1",0,21,0,0,"tt",539,"The successful rapper",21,6.289715570909,"refl","lure","np","mismatch","np_mismatch"
"93679",32,242,2,19,3616,1,"1",0,21,0,0,"rr",NA,"The successful rapper",21,NA,"refl","lure","np","mismatch","np_mismatch"
"93681",32,242,2,19,3616,1,"2",21,42,0,0,"ff",459," did not imagine that",21,6.12905021006055,"refl","matrix.pred","np","mismatch","np_mismatch"
"93688",32,242,2,19,3616,1,"2",21,42,0,0,"tt",1465," did not imagine that",21,7.28961052145117,"refl","matrix.pred","np","mismatch","np_mismatch"
"93689",32,242,2,19,3616,1,"2",21,42,0,0,"rr",213," did not imagine that",21,5.36129216570943,"refl","matrix.pred","np","mismatch","np_mismatch"
"93691",32,242,2,19,3616,1,"3",42,63,0,0,"ff",226," the tough bodyguards",21,5.42053499927229,"refl","target","np","mismatch","np_mismatch"
"93698",32,242,2,19,3616,1,"3",42,63,0,0,"tt",1110," the tough bodyguards",21,7.01211529430638,"refl","target","np","mismatch","np_mismatch"
"93699",32,242,2,19,3616,1,"3",42,63,0,0,"rr",633," the tough bodyguards",21,6.45047042214418,"refl","target","np","mismatch","np_mismatch"
"93701",32,242,2,19,3616,1,"4",63,76,0,0,"ff",228," would introd",13,5.42934562895444,"refl","precrit","np","mismatch","np_mismatch"
"93708",32,242,2,19,3616,1,"4",63,76,0,0,"tt",453," would introd",13,6.11589212548303,"refl","precrit","np","mismatch","np_mismatch"
"93709",32,242,2,19,3616,1,"4",63,76,0,0,"rr",NA," would introd",13,NA,"refl","precrit","np","mismatch","np_mismatch"
"93711",32,242,2,19,3616,1,"5",76,87,0,0,"ff",177,"uce herself",11,5.17614973257383,"refl","crit","np","mismatch","np_mismatch"
"93718",32,242,2,19,3616,1,"5",76,87,0,0,"tt",177,"uce herself",11,5.17614973257383,"refl","crit","np","mismatch","np_mismatch"
"93719",32,242,2,19,3616,1,"5",76,87,0,0,"rr",NA,"uce herself",11,NA,"refl","crit","np","mismatch","np_mismatch"
"93721",32,242,2,19,3616,1,"6",87,105,0,0,"ff",363," to an influential",18,5.89440283426485,"refl","spillover","np","mismatch","np_mismatch"
"93728",32,242,2,19,3616,1,"6",87,105,0,0,"tt",577," to an influential",18,6.3578422665081,"refl","spillover","np","mismatch","np_mismatch"
"93729",32,242,2,19,3616,1,"6",87,105,0,0,"rr",NA," to an influential",18,NA,"refl","spillover","np","mismatch","np_mismatch"
"93731",32,242,2,19,3616,1,"7",105,111,0,0,"ff",303," music",6,5.71373280550937,"refl","prefinal","np","mismatch","np_mismatch"
"93738",32,242,2,19,3616,1,"7",105,111,0,0,"tt",303," music",6,5.71373280550937,"refl","prefinal","np","mismatch","np_mismatch"
"93739",32,242,2,19,3616,1,"7",105,111,0,0,"rr",NA," music",6,NA,"refl","prefinal","np","mismatch","np_mismatch"
"93741",32,242,2,19,3616,1,"8",111,127,0,0,"ff",137," video producer.",16,4.91998092582813,"refl","final","np","mismatch","np_mismatch"
"93748",32,242,2,19,3616,1,"8",111,127,0,0,"tt",286," video producer.",16,5.65599181081985,"refl","final","np","mismatch","np_mismatch"
"93749",32,242,2,19,3616,1,"8",111,127,0,0,"rr",NA," video producer.",16,NA,"refl","final","np","mismatch","np_mismatch"
"93751",32,270,1,2,2632,1,"1",0,23,0,0,"ff",264,"The professional barber",23,5.57594910314632,"refl","lure","np","match","np_match"
"93758",32,270,1,2,2632,1,"1",0,23,0,0,"tt",776,"The professional barber",23,6.65415252018322,"refl","lure","np","match","np_match"
"93759",32,270,1,2,2632,1,"1",0,23,0,0,"rr",NA,"The professional barber",23,NA,"refl","lure","np","match","np_match"
"93761",32,270,1,2,2632,1,"2",23,46,0,0,"ff",549," would never imply that",23,6.30809844150953,"refl","matrix.pred","np","match","np_match"
"93768",32,270,1,2,2632,1,"2",23,46,0,0,"tt",1453," would never imply that",23,7.28138566357028,"refl","matrix.pred","np","match","np_match"
"93769",32,270,1,2,2632,1,"2",23,46,0,0,"rr",265," would never imply that",23,5.57972982598622,"refl","matrix.pred","np","match","np_match"
"93771",32,270,1,2,2632,1,"3",46,66,0,0,"ff",217," the vain socialites",20,5.37989735354046,"refl","target","np","match","np_match"
"93778",32,270,1,2,2632,1,"3",46,66,0,0,"tt",1640," the vain socialites",20,7.40245152081824,"refl","target","np","match","np_match"
"93779",32,270,1,2,2632,1,"3",46,66,0,0,"rr",884," the vain socialites",20,6.78445706263764,"refl","target","np","match","np_match"
"93781",32,270,1,2,2632,1,"4",66,74,0,0,"ff",316," humilia",8,5.75574221358691,"refl","precrit","np","match","np_match"
"93788",32,270,1,2,2632,1,"4",66,74,0,0,"tt",705," humilia",8,6.55819780281227,"refl","precrit","np","match","np_match"
"93789",32,270,1,2,2632,1,"4",66,74,0,0,"rr",389," humilia",8,5.96357934361845,"refl","precrit","np","match","np_match"
"93831",32,270,1,2,2632,1,"5",74,85,0,0,"ff",245,"ted himself",11,5.50125821054473,"refl","crit","np","match","np_match"
"93838",32,270,1,2,2632,1,"5",74,85,0,0,"tt",245,"ted himself",11,5.50125821054473,"refl","crit","np","match","np_match"
"93839",32,270,1,2,2632,1,"5",74,85,0,0,"rr",NA,"ted himself",11,NA,"refl","crit","np","match","np_match"
"93841",32,270,1,2,2632,1,"6",85,102,0,0,"ff",320," during exclusive",17,5.76832099579377,"refl","spillover","np","match","np_match"
"93848",32,270,1,2,2632,1,"6",85,102,0,0,"tt",864," during exclusive",17,6.76157276880406,"refl","spillover","np","match","np_match"
"93849",32,270,1,2,2632,1,"6",85,102,0,0,"rr",270," during exclusive",17,5.59842195899838,"refl","spillover","np","match","np_match"
"93851",32,270,1,2,2632,1,"7",102,107,0,0,"ff",NA," hair",5,NA,"refl","prefinal","np","match","np_match"
"93858",32,270,1,2,2632,1,"7",102,107,0,0,"tt",129," hair",5,4.85981240436167,"refl","prefinal","np","match","np_match"
"93859",32,270,1,2,2632,1,"7",102,107,0,0,"rr",129," hair",5,4.85981240436167,"refl","prefinal","np","match","np_match"
"93861",32,270,1,2,2632,1,"8",107,121,0,0,"ff",306," appointments.",14,5.72358510195238,"refl","final","np","match","np_match"
"93868",32,270,1,2,2632,1,"8",107,121,0,0,"tt",306," appointments.",14,5.72358510195238,"refl","final","np","match","np_match"
"93869",32,270,1,2,2632,1,"8",107,121,0,0,"rr",NA," appointments.",14,NA,"refl","final","np","match","np_match"
"94271",32,23,3,20,2660,1,"1",0,18,0,0,"ff",265,"No court secretary",18,5.57972982598622,"refl","lure","qp","match","qp_match"
"94278",32,23,3,20,2660,1,"1",0,18,0,0,"tt",1462,"No court secretary",18,7.28756064030972,"refl","lure","qp","match","qp_match"
"94279",32,23,3,20,2660,1,"1",0,18,0,0,"rr",812,"No court secretary",18,6.69950034016168,"refl","lure","qp","match","qp_match"
"94281",32,23,3,20,2660,1,"2",18,38,0,0,"ff",277," would tolerate that",20,5.62401750618734,"refl","matrix.pred","qp","match","qp_match"
"94288",32,23,3,20,2660,1,"2",18,38,0,0,"tt",2598," would tolerate that",20,7.86249719723055,"refl","matrix.pred","qp","match","qp_match"
"94289",32,23,3,20,2660,1,"2",18,38,0,0,"rr",2161," would tolerate that",20,7.67832635650689,"refl","matrix.pred","qp","match","qp_match"
"94291",32,23,3,20,2660,1,"3",38,58,0,0,"ff",280," incompetent lawyers",20,5.63478960316925,"refl","target","qp","match","qp_match"
"94298",32,23,3,20,2660,1,"3",38,58,0,0,"tt",1749," incompetent lawyers",20,7.4667994750186,"refl","target","qp","match","qp_match"
"94299",32,23,3,20,2660,1,"3",38,58,0,0,"rr",907," incompetent lawyers",20,6.81014245011514,"refl","target","qp","match","qp_match"
"94301",32,23,3,20,2660,1,"4",58,65,0,0,"ff",593," humili",7,6.38519439899773,"refl","precrit","qp","match","qp_match"
"94308",32,23,3,20,2660,1,"4",58,65,0,0,"tt",593," humili",7,6.38519439899773,"refl","precrit","qp","match","qp_match"
"94309",32,23,3,20,2660,1,"4",58,65,0,0,"rr",NA," humili",7,NA,"refl","precrit","qp","match","qp_match"
"94311",32,23,3,20,2660,1,"5",65,76,0,0,"ff",195,"ate herself",11,5.27299955856375,"refl","crit","qp","match","qp_match"
"94318",32,23,3,20,2660,1,"5",65,76,0,0,"tt",615,"ate herself",11,6.42162226780652,"refl","crit","qp","match","qp_match"
"94319",32,23,3,20,2660,1,"5",65,76,0,0,"rr",420,"ate herself",11,6.04025471127741,"refl","crit","qp","match","qp_match"
"94321",32,23,3,20,2660,1,"6",76,95,0,0,"ff",174," during a stressful",19,5.15905529921453,"refl","spillover","qp","match","qp_match"
"94328",32,23,3,20,2660,1,"6",76,95,0,0,"tt",364," during a stressful",19,5.89715386763674,"refl","spillover","qp","match","qp_match"
"94329",32,23,3,20,2660,1,"6",76,95,0,0,"rr",NA," during a stressful",19,NA,"refl","spillover","qp","match","qp_match"
"94331",32,23,3,20,2660,1,"7",95,103,0,0,"ff",NA," witness",8,NA,"refl","prefinal","qp","match","qp_match"
"94338",32,23,3,20,2660,1,"7",95,103,0,0,"tt",218," witness",8,5.38449506278909,"refl","prefinal","qp","match","qp_match"
"94339",32,23,3,20,2660,1,"7",95,103,0,0,"rr",218," witness",8,5.38449506278909,"refl","prefinal","qp","match","qp_match"
"94341",32,23,3,20,2660,1,"8",103,118,0,0,"ff",217," interrogation.",15,5.37989735354046,"refl","final","qp","match","qp_match"
"94348",32,23,3,20,2660,1,"8",103,118,0,0,"tt",413," interrogation.",15,6.02344759296103,"refl","final","qp","match","qp_match"
"94349",32,23,3,20,2660,1,"8",103,118,0,0,"rr",196," interrogation.",15,5.27811465923052,"refl","final","qp","match","qp_match"
"94471",32,184,1,10,1759,1,"1",0,26,0,0,"ff",97,"The conservative policeman",26,4.57471097850338,"refl","lure","np","match","np_match"
"94478",32,184,1,10,1759,1,"1",0,26,0,0,"tt",3128,"The conservative policeman",26,8.0481491016652,"refl","lure","np","match","np_match"
"94479",32,184,1,10,1759,1,"1",0,26,0,0,"rr",975,"The conservative policeman",26,6.88243747099785,"refl","lure","np","match","np_match"
"94481",32,184,1,10,1759,1,"2",26,47,0,0,"ff",559," did not imagine that",21,6.3261494731551,"refl","matrix.pred","np","match","np_match"
"94488",32,184,1,10,1759,1,"2",26,47,0,0,"tt",1202," did not imagine that",21,7.09174211509515,"refl","matrix.pred","np","match","np_match"
"94489",32,184,1,10,1759,1,"2",26,47,0,0,"rr",643," did not imagine that",21,6.46614472423762,"refl","matrix.pred","np","match","np_match"
"94491",32,184,1,10,1759,1,"3",47,69,0,0,"ff",255," the radical feminists",22,5.54126354515843,"refl","target","np","match","np_match"
"94498",32,184,1,10,1759,1,"3",47,69,0,0,"tt",1206," the radical feminists",22,7.09506437728713,"refl","target","np","match","np_match"
"94499",32,184,1,10,1759,1,"3",47,69,0,0,"rr",NA," the radical feminists",22,NA,"refl","target","np","match","np_match"
"94501",32,184,1,10,1759,1,"4",69,81,0,0,"ff",291," would nomin",12,5.67332326717149,"refl","precrit","np","match","np_match"
"94508",32,184,1,10,1759,1,"4",69,81,0,0,"tt",291," would nomin",12,5.67332326717149,"refl","precrit","np","match","np_match"
"94509",32,184,1,10,1759,1,"4",69,81,0,0,"rr",NA," would nomin",12,NA,"refl","precrit","np","match","np_match"
"94511",32,184,1,10,1759,1,"5",81,92,0,0,"ff",478,"ate himself",11,6.16961073249146,"refl","crit","np","match","np_match"
"94518",32,184,1,10,1759,1,"5",81,92,0,0,"tt",829,"ate himself",11,6.7202201551353,"refl","crit","np","match","np_match"
"94519",32,184,1,10,1759,1,"5",81,92,0,0,"rr",NA,"ate himself",11,NA,"refl","crit","np","match","np_match"
"94521",32,184,1,10,1759,1,"6",92,112,0,0,"ff",339," for the prestigious",20,5.82600010738045,"refl","spillover","np","match","np_match"
"94528",32,184,1,10,1759,1,"6",92,112,0,0,"tt",470," for the prestigious",20,6.1527326947041,"refl","spillover","np","match","np_match"
"94529",32,184,1,10,1759,1,"6",92,112,0,0,"rr",NA," for the prestigious",20,NA,"refl","spillover","np","match","np_match"
"94531",32,184,1,10,1759,1,"7",112,122,0,0,"ff",139," community",10,4.93447393313069,"refl","prefinal","np","match","np_match"
"94538",32,184,1,10,1759,1,"7",112,122,0,0,"tt",139," community",10,4.93447393313069,"refl","prefinal","np","match","np_match"
"94539",32,184,1,10,1759,1,"7",112,122,0,0,"rr",NA," community",10,NA,"refl","prefinal","np","match","np_match"
"94541",32,184,1,10,1759,1,"8",122,129,0,0,"ff",NA," award.",7,NA,"refl","final","np","match","np_match"
"94548",32,184,1,10,1759,1,"8",122,129,0,0,"tt",NA," award.",7,NA,"refl","final","np","match","np_match"
"94549",32,184,1,10,1759,1,"8",122,129,0,0,"rr",NA," award.",7,NA,"refl","final","np","match","np_match"
"94801",32,143,3,24,1956,1,"1",0,23,0,0,"ff",173,"No corrupt councilwoman",23,5.15329159449778,"refl","lure","qp","match","qp_match"
"94808",32,143,3,24,1956,1,"1",0,23,0,0,"tt",585,"No corrupt councilwoman",23,6.37161184723186,"refl","lure","qp","match","qp_match"
"94809",32,143,3,24,1956,1,"1",0,23,0,0,"rr",NA,"No corrupt councilwoman",23,NA,"refl","lure","qp","match","qp_match"
"94811",32,143,3,24,1956,1,"2",23,42,0,0,"ff",277," would suggest that",19,5.62401750618734,"refl","matrix.pred","qp","match","qp_match"
"94818",32,143,3,24,1956,1,"2",23,42,0,0,"tt",780," would suggest that",19,6.65929391968364,"refl","matrix.pred","qp","match","qp_match"
"94819",32,143,3,24,1956,1,"2",23,42,0,0,"rr",NA," would suggest that",19,NA,"refl","matrix.pred","qp","match","qp_match"
"94821",32,143,3,24,1956,1,"3",42,63,0,0,"ff",180," influential senators",21,5.19295685089021,"refl","target","qp","match","qp_match"
"94828",32,143,3,24,1956,1,"3",42,63,0,0,"tt",180," influential senators",21,5.19295685089021,"refl","target","qp","match","qp_match"
"94829",32,143,3,24,1956,1,"3",42,63,0,0,"rr",NA," influential senators",21,NA,"refl","target","qp","match","qp_match"
"94831",32,143,3,24,1956,1,"4",63,64,0,0,"ff",NA," ",1,NA,"refl","precrit","qp","match","qp_match"
"94838",32,143,3,24,1956,1,"4",63,64,0,0,"tt",NA," ",1,NA,"refl","precrit","qp","match","qp_match"
"94839",32,143,3,24,1956,1,"4",63,64,0,0,"rr",NA," ",1,NA,"refl","precrit","qp","match","qp_match"
"94841",32,143,3,24,1956,1,"5",64,75,0,0,"ff",NA,"put herself",11,NA,"refl","crit","qp","match","qp_match"
"94848",32,143,3,24,1956,1,"5",64,75,0,0,"tt",NA,"put herself",11,NA,"refl","crit","qp","match","qp_match"
"94849",32,143,3,24,1956,1,"5",64,75,0,0,"rr",NA,"put herself",11,NA,"refl","crit","qp","match","qp_match"
"94851",32,143,3,24,1956,1,"6",75,97,0,0,"ff",NA," through an exhaustive",22,NA,"refl","spillover","qp","match","qp_match"
"94858",32,143,3,24,1956,1,"6",75,97,0,0,"tt",NA," through an exhaustive",22,NA,"refl","spillover","qp","match","qp_match"
"94859",32,143,3,24,1956,1,"6",75,97,0,0,"rr",NA," through an exhaustive",22,NA,"refl","spillover","qp","match","qp_match"
"94881",32,143,3,24,1956,1,"7",97,108,0,0,"ff",NA," background",11,NA,"refl","prefinal","qp","match","qp_match"
"94888",32,143,3,24,1956,1,"7",97,108,0,0,"tt",NA," background",11,NA,"refl","prefinal","qp","match","qp_match"
"94889",32,143,3,24,1956,1,"7",97,108,0,0,"rr",NA," background",11,NA,"refl","prefinal","qp","match","qp_match"
"94891",32,143,3,24,1956,1,"8",108,115,0,0,"ff",NA," check.",7,NA,"refl","final","qp","match","qp_match"
"94898",32,143,3,24,1956,1,"8",108,115,0,0,"tt",NA," check.",7,NA,"refl","final","qp","match","qp_match"
"94899",32,143,3,24,1956,1,"8",108,115,0,0,"rr",NA," check.",7,NA,"refl","final","qp","match","qp_match"
"95061",32,230,1,6,3352,0,"1",0,22,0,0,"ff",444,"The destitute nobleman",22,6.09582456243222,"refl","lure","np","match","np_match"
"95068",32,230,1,6,3352,0,"1",0,22,0,0,"tt",1077,"The destitute nobleman",22,6.98193467715639,"refl","lure","np","match","np_match"
"95069",32,230,1,6,3352,0,"1",0,22,0,0,"rr",NA,"The destitute nobleman",22,NA,"refl","lure","np","match","np_match"
"95071",32,230,1,6,3352,0,"2",22,45,0,0,"ff",196," could not believe that",23,5.27811465923052,"refl","matrix.pred","np","match","np_match"
"95078",32,230,1,6,3352,0,"2",22,45,0,0,"tt",871," could not believe that",23,6.7696419768525,"refl","matrix.pred","np","match","np_match"
"95079",32,230,1,6,3352,0,"2",22,45,0,0,"rr",NA," could not believe that",23,NA,"refl","matrix.pred","np","match","np_match"
"95081",32,230,1,6,3352,0,"3",45,61,0,0,"ff",319," lazy housemaids",16,5.76519110278484,"refl","target","np","match","np_match"
"95088",32,230,1,6,3352,0,"3",45,61,0,0,"tt",319," lazy housemaids",16,5.76519110278484,"refl","target","np","match","np_match"
"95089",32,230,1,6,3352,0,"3",45,61,0,0,"rr",NA," lazy housemaids",16,NA,"refl","target","np","match","np_match"
